Nom,ID,X,Y,Z
TESTCO 2251,44714,-4060.98066127097,-68.90273219918878,5435.035455772453
COSMOS 2251 DEB,33757,-3680.9536587261127,-526.8147058920649,-6122.758016708706
COSMOS 2251 DEB,33758,4703.00258493102,4794.673943614899,-2275.853596742807
COSMOS 2251 DEB,33760,1916.6019830215578,587.964654268524,6858.1104900118735
COSMOS 2251 DEB,33761,2000.5737584867497,5048.815480071188,4634.253046777261
COSMOS 2251 DEB,33762,1600.4524495716007,1295.6229901201234,6849.725528492151
COSMOS 2251 DEB,33764,883.2537712817873,-6509.025816771912,-2829.9090098304882
COSMOS 2251 DEB,33765,1505.127651363289,1188.9288215239878,-6600.455691109193
COSMOS 2251 DEB,33766,3630.275047721537,85.05544665819225,-6141.035561356858
COSMOS 2251 DEB,33768,1514.7062165206282,3316.120798099992,6404.552812471405
COSMOS 2251 DEB,33779,4147.087608250759,-2657.5744208383026,4991.357939244617
COSMOS 2251 DEB,33782,2395.056090774284,-1044.509631306561,6638.8431299105
COSMOS 2251 DEB,33785,4770.084165929418,4925.22984067763,-1506.5062325470917
COSMOS 2251 DEB,33789,-4642.385878895527,5856.32746522959,311.6637028191895
COSMOS 2251 DEB,33791,-4749.086852844115,-4804.055600595786,2201.2741386759963
COSMOS 2251 DEB,33792,3008.914929911578,4762.15699864832,4477.984890886103
COSMOS 2251 DEB,33793,-4075.695604498625,2464.947962104634,-5311.849814241508
COSMOS 2251 DEB,33795,-1846.1551445486305,-4218.4435410234455,-5165.919971686272
COSMOS 2251 DEB,33797,5367.843235330801,4439.680097704635,1147.7864600800297
COSMOS 2251 DEB,33798,-3350.1033296409237,134.45037765538353,6341.701754229998
COSMOS 2251 DEB,33799,-2943.1714029494187,-3771.834355528862,5073.221281904591
COSMOS 2251 DEB,33805,-1680.5036999266888,4105.669631735727,5460.909452508962
COSMOS 2251 DEB,33811,564.2988818987997,6666.339888676889,1781.9539869663545
COSMOS 2251 DEB,33816,3284.7870974162092,107.40287998342953,-6683.926151557045
COSMOS 2251 DEB,33818,-4320.404845262074,3184.6818034390985,4232.261890785106
COSMOS 2251 DEB,33819,1086.5552012327946,-1717.3317493304044,6813.676946862421
COSMOS 2251 DEB,33821,-1898.3629890197021,74.6500062442525,6526.746679062195
COSMOS 2251 DEB,33822,2374.080545190203,-549.3094965143767,6851.668249191956
COSMOS 2251 DEB,33823,6506.080227909348,782.2334937886068,-3021.7747464275094
COSMOS 2251 DEB,33825,-6644.458605753742,-2297.2236489932543,697.2903449629283
COSMOS 2251 DEB,33826,-2358.7027594043266,-99.76665306078475,6635.0212538496835
COSMOS 2251 DEB,33828,3260.1349702902457,5107.634496708876,3761.76469256172
COSMOS 2251 DEB,33830,-4951.669196100539,-4752.900728576261,1397.7177495705544
COSMOS 2251 DEB,33832,-3896.6921661066986,-288.6226607096853,-5892.759311056737
COSMOS 2251 DEB,33835,2034.9037079820253,-5930.188600118522,-3272.191005021177
COSMOS 2251 DEB,33836,-2196.4692262757903,-6359.054643714811,1873.3693536287599
COSMOS 2251 DEB,33837,-3150.5518291757776,-6271.168582160154,-988.899326974126
COSMOS 2251 DEB,33838,-6021.551824028291,3192.1809766622428,-2054.3098742285206
COSMOS 2251 DEB,33839,-5862.81234365491,-1548.254109053763,-3555.7452249136804
COSMOS 2251 DEB,33841,1763.6333587019928,-6463.170444683168,-2448.2392317793397
COSMOS 2251 DEB,33842,-4573.008015118319,-3641.890116164512,-4034.556423530408
COSMOS 2251 DEB,33844,3090.2545993910367,4053.540005794914,-5033.276473169678
COSMOS 2251 DEB,33848,-655.1000627279334,-2042.6072539256643,-6811.214407085834
COSMOS 2251 DEB,33892,-112.06103338601918,3925.525308979229,-6127.603805975016
COSMOS 2251 DEB,33894,-2618.3502443243715,-6130.761757294794,-3682.471434548882
COSMOS 2251 DEB,33896,-5794.948954808822,1653.041857284879,-3792.7771006583375
COSMOS 2251 DEB,33899,-606.2114752933311,5949.896593665631,3723.3843165170993
COSMOS 2251 DEB,33900,5175.277923419066,1400.002235266572,4585.83404950653
COSMOS 2251 DEB,33901,-3230.56749719515,-1718.4312634192956,-5728.870083002463
COSMOS 2251 DEB,33905,6185.9705024779205,-3545.9887112294264,933.2687349003409
COSMOS 2251 DEB,33906,3870.5843828312595,-4369.608449269003,-3959.9667040364
COSMOS 2251 DEB,33907,1130.4776567547854,3979.1742769348702,5736.996977744169
COSMOS 2251 DEB,33908,-4849.143012730607,-5221.306345414963,-1724.6813252258391
COSMOS 2251 DEB,33911,6314.757851059061,-2628.990293632867,-1577.0830358696148
COSMOS 2251 DEB,33912,3010.0856816175224,-1090.7965753555677,6328.543931610564
COSMOS 2251 DEB,33913,255.51396097820123,2026.0260816306547,-6779.270621702409
COSMOS 2251 DEB,33914,-2748.1427945079163,-1576.5092937434881,6404.039926805232
COSMOS 2251 DEB,33915,-4508.600375147398,-5502.400104100682,-768.121027111596
COSMOS 2251 DEB,33916,1502.66471583222,-4929.040628481555,-4955.583485029088
COSMOS 2251 DEB,33917,5659.783265986894,586.3067716710266,-4316.1076359020735
COSMOS 2251 DEB,33920,-930.1858687802476,4665.94437621328,5242.049779905179
COSMOS 2251 DEB,33922,-6100.281414030267,3367.3586148915947,-1451.876116352875
COSMOS 2251 DEB,33924,1498.3249375545145,-3127.0239241200043,-6316.178227867882
COSMOS 2251 DEB,33928,-3780.6230419483695,-3297.8762819499816,5094.3422398601815
COSMOS 2251 DEB,33932,-5510.027976283026,1976.4918931364214,-4133.970334388127
COSMOS 2251 DEB,33933,-737.896618895466,4041.2247481753157,5795.443487425094
COSMOS 2251 DEB,33934,2305.622763119476,-2608.7026235493627,-6155.685608599534
COSMOS 2251 DEB,33936,-5646.124577868115,-3416.0090659990265,2472.716441074535
COSMOS 2251 DEB,33938,-2066.3426703664954,-3525.6571244199104,5828.36653738323
COSMOS 2251 DEB,33939,3894.9216041038676,2380.323040224509,-5151.242613961143
COSMOS 2251 DEB,33940,4326.375387675583,-4327.222933350685,3524.7555131000518
COSMOS 2251 DEB,33942,171.60900611906743,4592.58894954459,5479.358196699379
COSMOS 2251 DEB,33944,4162.388075935855,-4498.495992554108,-3574.8640663982123
COSMOS 2251 DEB,33945,4945.697565590242,-4727.178078005986,-2054.6863517641864
COSMOS 2251 DEB,33948,-5600.598447381582,4336.438384326418,-1113.8742181945188
COSMOS 2251 DEB,33971,21.552546040634507,6933.908759859589,-1742.485560799753
COSMOS 2251 DEB,33972,5712.878018961411,3338.8893469124587,-2828.132100995167
COSMOS 2251 DEB,33973,-2772.5369331857532,2280.982660758165,6178.361447688188
COSMOS 2251 DEB,33975,508.1862943883802,3443.202708432247,-6358.925349248409
COSMOS 2251 DEB,33980,-3854.304109508675,-5488.475694801042,2178.5192850700305
COSMOS 2251 DEB,33982,2218.4183281350274,-1803.9068189332677,-6450.023413151933
COSMOS 2251 DEB,33983,5580.432475846178,-3611.61513007007,2465.734284827913
COSMOS 2251 DEB,33984,568.647797664067,1856.6785120153593,6751.081769554132
COSMOS 2251 DEB,33986,2523.384393998983,-4719.06932216312,-4670.554882910193
COSMOS 2251 DEB,33990,566.2646507204593,2029.83595553853,7288.9759797445795
COSMOS 2251 DEB,33992,-5853.640337487454,3454.5565330106947,1924.775660741249
COSMOS 2251 DEB,33994,225.13406564793848,2187.7559276267466,-6776.154443637121
COSMOS 2251 DEB,33995,4646.396457727956,-2818.069639754891,-4688.954976589809
COSMOS 2251 DEB,33999,-5439.4907971987195,-2349.7761841694137,-3708.432275573516
COSMOS 2251 DEB,34001,-2471.8298113638216,720.8194650925853,-6669.369585220095
COSMOS 2251 DEB,34003,-6351.853291618914,3098.844164246811,-2582.0782781891985
COSMOS 2251 DEB,34004,728.5819962398425,1953.5302097182232,6802.343637889523
COSMOS 2251 DEB,34005,-2617.3307963969905,-4640.285834883249,4746.563218835885
COSMOS 2251 DEB,34006,1582.512305935739,-5327.538304215914,4092.3681320528567
COSMOS 2251 DEB,34007,6790.21468349406,-1760.5357195193328,598.0028895339195
COSMOS 2251 DEB,34008,-4980.2890929579335,2529.703581116032,4498.0182324247135
COSMOS 2251 DEB,34009,-4238.703165364069,-1112.1910199730971,-5688.521778435572
COSMOS 2251 DEB,34011,-5683.54655662612,700.8473565224132,-4297.885150090734
COSMOS 2251 DEB,34014,-1583.6827316873205,5074.991628009493,-4630.443185602293
COSMOS 2251 DEB,34015,-1157.716530525715,2431.9081273055153,-6535.267841251837
COSMOS 2251 DEB,34018,395.8086091870119,-3134.4972600880674,6416.994120276494
COSMOS 2251 DEB,34019,-2924.4364927659108,-6459.476140630897,-594.6435502218982
